,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Brand,Model,Age,new_price_num
2053,Mahindra Jeep MM 550 PE,Hyderabad,2009,26000,Diesel,Manual,3,,2498.0,,6.0,,6.99,Mahindra,Jeep MM,11,
2054,Maruti Ignis 1.2 Alpha,Mumbai,2017,1000,Petrol,Manual,3,20.89,1197.0,81.8,5.0,7.87 Lakh,6.36,Maruti,Ignis 1.2,3,7.87
2055,Toyota Innova 2.5 ZX Diesel 7 Seater,Kochi,2015,59751,Diesel,Manual,3,12.99,2494.0,100.6,7.0,,11.62,Toyota,Innova 2.5,5,
2056,BMW 7 Series 730Ld Eminence,Kochi,2015,29966,Diesel,Automatic,2,16.77,2993.0,261.49,5.0,1.4 Cr,43.6,BMW,7 Series,5,140.0
2057,Hyundai Sonata Embera 2.0L CRDi MT,Kolkata,2009,65000,Diesel,Manual,2,13.6,1991.0,142.0,5.0,,4.9,Hyundai,Sonata Embera,11,
2058,Renault Duster Adventure Edition,Kochi,2015,75863,Diesel,Manual,3,19.01,1461.0,108.45,5.0,,6.7,Renault,Duster Adventure,5,
2059,Maruti Wagon R CNG LXI,Mumbai,2013,54000,CNG,Manual,3,26.5,998.0,67.04,5.0,5.58 Lakh,3.05,Maruti,Wagon R,7,5.58
2060,Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,2014,24000,Diesel,Automatic,3,17.11,1968.0,174.33,5.0,,25.0,Audi,A4 2.0,6,
2061,Jeep Compass 2.0 Longitude,Coimbatore,2018,33218,Diesel,Manual,3,17.1,1956.0,170.0,5.0,22.46 Lakh,19.05,Jeep,Compass 2.0,2,22.46
2062,Hyundai Verna 1.4 VTVT,Kolkata,2015,33425,Petrol,Manual,3,17.43,1396.0,105.5,5.0,,4.5,Hyundai,Verna 1.4,5,
2063,Honda Amaze VX i-Vtech,Pune,2013,47000,Petrol,Manual,3,18.0,1198.0,86.7,5.0,,4.15,Honda,Amaze VX,7,
2064,Hyundai Creta 1.6 CRDi SX Option,Chennai,2015,41000,Diesel,Manual,3,19.67,1582.0,126.2,5.0,,11.9,Hyundai,Creta 1.6,5,
2065,Hyundai i10 Magna 1.1,Delhi,2011,62000,Petrol,Manual,3,19.81,1086.0,68.05,5.0,,2.1,Hyundai,i10 Magna,9,
2066,Mahindra TUV 300 T8,Delhi,2016,47035,Diesel,Manual,3,18.49,1493.0,100.0,7.0,,6.95,Mahindra,TUV 300,4,
2067,Maruti Swift Dzire VXi,Pune,2008,56230,Petrol,Manual,2,17.5,1298.0,85.8,5.0,,2.4,Maruti,Swift Dzire,12,
2068,Hyundai Accent GLE 1,Chennai,2007,55000,Petrol,Manual,3,13.2,1495.0,94.0,5.0,,2.65,Hyundai,Accent GLE,13,
2069,Mahindra XUV500 W8 2WD,Jaipur,2014,70669,Diesel,Manual,3,15.1,2179.0,140.0,7.0,,9.0,Mahindra,XUV500 W8,6,
2070,Maruti Alto K10 2010-2014 VXI,Pune,2012,69000,Petrol,Manual,3,20.92,998.0,67.1,5.0,,2.1,Maruti,Alto K10,8,
2071,Chevrolet Beat LT,Pune,2011,65000,Petrol,Manual,2,18.6,1199.0,79.4,5.0,,2.5,Chevrolet,Beat LT,9,
2072,Audi A6 2.7 TDI,Mumbai,2009,30000,Diesel,Automatic,3,12.4,2698.0,179.5,5.0,,8.95,Audi,A6 2.7,11,
2073,Mini Cooper 5 DOOR D,Hyderabad,2017,2000,Diesel,Automatic,3,20.7,1496.0,113.98,5.0,42.48 Lakh,34.0,Mini Cooper,Cooper 5,3,42.48
2074,Maruti Swift 1.3 LXI,Pune,2011,24255,Petrol,Manual,3,16.1,,,,,3.15,Maruti,Swift 1.3,9,
2075,Tata Zest Revotron 1.2T XMS,Chennai,2015,40000,Petrol,Manual,3,17.57,1193.0,88.7,5.0,7.69 Lakh,4.0,Tata,Zest Revotron,5,7.69
2076,Honda City i DTEC SV,Kolkata,2014,40000,Diesel,Manual,3,26.0,1498.0,98.6,5.0,,4.45,Honda,City i,6,
2077,Chevrolet Beat LT,Jaipur,2010,26000,Petrol,Manual,3,18.6,1199.0,79.4,5.0,,1.5,Chevrolet,Beat LT,10,
2078,Audi A4 2.0 TDI Multitronic,Jaipur,2011,105000,Diesel,Automatic,2,16.55,1968.0,140.0,5.0,,14.5,Audi,A4 2.0,9,
2079,Ford Aspire Titanium Plus Diesel,Kolkata,2015,2800,Diesel,Manual,3,26.1,1498.0,99.0,5.0,9.4 Lakh,8.41,Ford,Aspire Titanium,5,9.4
2080,Hyundai Verna SX CRDi AT,Mumbai,2014,71000,Diesel,Automatic,2,19.08,1582.0,126.32,5.0,,5.45,Hyundai,Verna SX,6,
2081,Honda City i VTEC CVT VX,Mumbai,2015,32896,Petrol,Automatic,3,18.0,1497.0,117.3,5.0,,8.9,Honda,City i,5,
2082,Hyundai i10 Sportz 1.2,Hyderabad,2012,45000,Petrol,Manual,3,20.36,1197.0,78.9,5.0,,3.65,Hyundai,i10 Sportz,8,
2083,BMW X3 xDrive20d Expedition,Bangalore,2015,65000,Diesel,Automatic,2,18.56,1995.0,190.0,5.0,,29.0,BMW,X3 xDrive20d,5,
2084,Audi A4 2.0 TDI,Mumbai,2013,45200,Diesel,Automatic,3,16.55,1968.0,147.51,5.0,,13.5,Audi,A4 2.0,7,
2085,Honda CR-V 2.4 AT,Hyderabad,2008,82167,Petrol,Automatic,3,10.1,2354.0,152.0,5.0,,5.4,Honda,CR-V 2.4,12,
2086,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,37429,Petrol,Manual,3,18.9,1197.0,81.86,5.0,8.1 Lakh,5.89,Hyundai,Grand i10,4,8.1
2087,Maruti Ciaz ZDi Plus SHVS,Hyderabad,2016,46000,Diesel,Manual,3,28.09,1248.0,88.5,5.0,,8.45,Maruti,Ciaz ZDi,4,
2088,Honda City i-VTEC V,Delhi,2011,67031,Petrol,Manual,3,17.4,1497.0,117.3,5.0,11.85 Lakh,4.0,Honda,City i-VTEC,9,11.85
2089,BMW 6 Series 640d Coupe,Mumbai,2013,30000,Diesel,Automatic,3,9.52,2993.0,313.0,4.0,,45.0,BMW,6 Series,7,
2090,Maruti Celerio VXI AMT,Mumbai,2016,47691,Petrol,Automatic,3,23.1,998.0,67.04,5.0,6.08 Lakh,3.94,Maruti,Celerio VXI,4,6.08
2091,Renault Koleos 2.0 Diesel,Jaipur,2011,32531,Diesel,Automatic,2,13.73,1995.0,148.0,5.0,,8.0,Renault,Koleos 2.0,9,
2092,Ford Figo Diesel ZXI,Hyderabad,2013,71336,Diesel,Manual,3,20.0,1399.0,68.0,5.0,,4.1,Ford,Figo Diesel,7,
2093,Toyota Innova 2.5 V Diesel 7-seater,Chennai,2006,196000,Diesel,Manual,3,12.8,2494.0,102.0,7.0,,6.25,Toyota,Innova 2.5,14,
2094,Maruti Dzire VDI,Kolkata,2015,28193,Diesel,Manual,3,28.4,1248.0,73.75,5.0,8.36 Lakh,5.25,Maruti,Dzire VDI,5,8.36
2095,Mercedes-Benz SLC 43 AMG,Coimbatore,2019,2526,Petrol,Automatic,3,19.0,2996.0,362.07,2.0,1.06 Cr,83.96,Mercedes-Benz,SLC 43,1,106.0
2096,Hyundai Santro LP zipPlus,Coimbatore,2004,52146,Petrol,Manual,3,,,,,,1.93,Hyundai,Santro LP,16,
2097,Mercedes-Benz E-Class E 220 d,Hyderabad,2013,85000,Diesel,Automatic,3,16.1,1950.0,194.0,5.0,71.15 Lakh,21.0,Mercedes-Benz,E-Class E,7,71.15
2098,Hyundai Grand i10 1.2 Kappa Sportz,Ahmedabad,2015,20780,Petrol,Manual,3,18.9,1197.0,81.86,5.0,6.82 Lakh,4.3,Hyundai,Grand i10,5,6.82
2099,Honda Mobilio S i VTEC,Mumbai,2014,43081,Petrol,Manual,3,17.3,1497.0,117.3,7.0,,5.25,Honda,Mobilio S,6,
2100,Porsche Cayenne Turbo S,Mumbai,2010,35000,Petrol,Automatic,2,11.9,4806.0,550.0,5.0,,32.0,Porsche,Cayenne Turbo,10,
2101,Mahindra Quanto C8,Kolkata,2013,36000,Diesel,Manual,3,17.21,1493.0,100.0,7.0,,3.9,Mahindra,Quanto C8,7,
2102,Toyota Corolla H5,Mumbai,2007,67000,Petrol,Manual,1,13.4,1794.0,125.0,5.0,,2.2,Toyota,Corolla H5,13,
2103,Mahindra KUV 100 mFALCON D75 K4,Mumbai,2016,34079,Diesel,Manual,3,25.32,1198.0,77.0,6.0,,3.7,Mahindra,KUV 100,4,
2104,BMW 3 Series 2005-2011 325i Sedan,Coimbatore,2010,77849,Petrol,Automatic,2,10.9,2497.0,215.0,5.0,,11.27,BMW,3 Series,10,
2105,Maruti Alto 800 LXI,Jaipur,2013,86000,Petrol,Manual,3,22.74,796.0,47.3,5.0,,2.41,Maruti,Alto 800,7,
2106,Audi Q3 35 TDI Quattro Premium,Pune,2015,110000,Diesel,Automatic,3,15.73,1968.0,174.33,5.0,,19.0,Audi,Q3 35,5,
2107,Toyota Etios GD,Hyderabad,2015,116000,Diesel,Manual,2,23.59,1364.0,67.05,5.0,,5.8,Toyota,Etios GD,5,
2108,Mahindra XUV500 W8 2WD,Coimbatore,2016,41840,Diesel,Manual,3,15.1,2179.0,140.0,7.0,,13.52,Mahindra,XUV500 W8,4,
2109,Toyota Fortuner 4x2 MT TRD Sportivo,Hyderabad,2015,19317,Diesel,Manual,3,13.0,2982.0,168.7,7.0,,24.5,Toyota,Fortuner 4x2,5,
2110,Tata Indigo CS Emax CNG GLX,Pune,2014,41000,CNG,Manual,3,19.43,1193.0,55.23,5.0,,3.25,Tata,Indigo CS,6,
2111,Mercedes-Benz GLE 250d,Kochi,2017,25601,Diesel,Automatic,3,17.9,2143.0,201.15,5.0,78.76 Lakh,56.73,Mercedes-Benz,GLE 250d,3,78.76
2112,Hyundai Creta 1.6 CRDi SX,Jaipur,2015,83950,Diesel,Manual,3,19.67,1582.0,126.2,5.0,,9.95,Hyundai,Creta 1.6,5,
2113,Honda City 1.5 V AT,Pune,2012,60000,Petrol,Automatic,3,16.8,1497.0,118.0,5.0,,5.5,Honda,City 1.5,8,
2114,Audi A4 35 TDI Premium,Hyderabad,2015,50000,Diesel,Automatic,3,17.11,1968.0,174.33,5.0,,25.0,Audi,A4 35,5,
2115,Maruti Zen VXI,Kolkata,2009,37000,Petrol,Manual,3,17.3,993.0,60.0,5.0,,1.0,Maruti,Zen VXI,11,
2116,Maruti Alto LXi,Hyderabad,2011,76976,Petrol,Manual,2,19.7,796.0,46.3,5.0,,2.15,Maruti,Alto LXi,9,
2117,Maruti Baleno Delta Automatic,Kochi,2018,21684,Petrol,Automatic,3,21.4,1197.0,83.1,5.0,,7.89,Maruti,Baleno Delta,2,
2118,Mahindra XUV500 W10 2WD,Delhi,2015,62000,Diesel,Manual,3,16.0,2179.0,140.0,7.0,,10.25,Mahindra,XUV500 W10,5,
2119,Ford Freestyle Titanium Petrol,Mumbai,2007,1261,Petrol,Manual,3,19.0,1194.0,94.68,5.0,8.12 Lakh,6.0,Ford,Freestyle Titanium,13,8.12
2120,Hyundai Elite i20 Asta Option,Coimbatore,2017,59450,Petrol,Manual,3,18.6,1197.0,81.86,5.0,9.78 Lakh,7.53,Hyundai,Elite i20,3,9.78
2121,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,24465,Diesel,Automatic,3,19.27,2143.0,167.62,5.0,,39.45,Mercedes-Benz,New C-Class,2,
2122,Honda City i VTEC SV,Delhi,2014,55000,Petrol,Manual,3,17.8,1497.0,117.3,5.0,,5.84,Honda,City i,6,
2123,Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2017,2000,Petrol,Manual,3,18.88,1499.0,110.4,5.0,,8.65,Ford,EcoSport 1.5,3,
2124,Maruti Baleno Alpha 1.2,Kochi,2017,25040,Petrol,Manual,3,21.4,1197.0,83.1,5.0,,7.74,Maruti,Baleno Alpha,3,
2125,Hyundai i10 Sportz,Bangalore,2008,84000,Petrol,Manual,3,20.36,1197.0,78.9,5.0,,2.5,Hyundai,i10 Sportz,12,
2126,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Pune,2007,170428,Diesel,Manual,2,12.8,2494.0,102.0,8.0,,5.7,Toyota,Innova 2.5,13,
2127,Maruti Baleno Delta,Mumbai,2016,12573,Petrol,Manual,3,21.4,1197.0,83.1,5.0,7.36 Lakh,5.8,Maruti,Baleno Delta,4,7.36
2128,Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2012,88000,Diesel,Automatic,3,12.07,2967.0,241.4,7.0,,36.5,Audi,Q7 3.0,8,
2129,Hyundai Santa Fe 2WD AT,Delhi,2012,86000,Diesel,Automatic,2,13.01,2199.0,194.3,7.0,,9.5,Hyundai,Santa Fe,8,
2130,Hyundai Santro GLS I - Euro II,Coimbatore,2012,51019,Petrol,Manual,3,,999.0,,5.0,,3.48,Hyundai,Santro GLS,8,
2131,Honda City 1.5 V MT Exclusive,Mumbai,2013,45000,Petrol,Manual,3,17.0,1497.0,118.0,5.0,,4.55,Honda,City 1.5,7,
2132,Hyundai i20 1.4 CRDi Magna,Jaipur,2012,51000,Diesel,Manual,3,21.9,1396.0,90.0,5.0,,3.9,Hyundai,i20 1.4,8,
2133,Mahindra Bolero SLE BSIII,Pune,2007,92000,Diesel,Manual,3,13.6,2523.0,63.0,7.0,,2.7,Mahindra,Bolero SLE,13,
2134,Toyota Fortuner 2.8 2WD AT,Pune,2017,29000,Diesel,Automatic,3,12.9,2755.0,174.5,7.0,38.11 Lakh,31.0,Toyota,Fortuner 2.8,3,38.11
2135,BMW 3 Series 2005-2011 325i Sedan,Bangalore,2009,70521,Petrol,Automatic,2,10.9,2497.0,215.0,5.0,,10.3,BMW,3 Series,11,
2136,BMW 3 Series 320d Sedan,Kolkata,2010,51000,Diesel,Automatic,3,16.07,1995.0,181.0,5.0,,7.75,BMW,3 Series,10,
2137,Maruti Wagon R LXI,Hyderabad,2012,52618,Petrol,Manual,3,18.9,998.0,67.1,5.0,,3.2,Maruti,Wagon R,8,
2138,Maruti Ertiga ZDI,Delhi,2013,68000,Diesel,Manual,3,25.47,1248.0,88.5,7.0,11.75 Lakh,4.85,Maruti,Ertiga ZDI,7,11.75
2139,Land Rover Range Rover Evoque 2.0 TD4 Pure,Kochi,2016,29022,Diesel,Automatic,2,15.68,1999.0,177.0,5.0,,34.08,Land Rover,Rover Range,4,
2140,Maruti Ertiga SHVS VDI,Chennai,2017,80000,Diesel,Manual,3,24.52,1248.0,88.5,7.0,,8.1,Maruti,Ertiga SHVS,3,
2141,Tata Indigo CS eVX,Chennai,2016,78000,Diesel,Manual,2,25.0,1396.0,69.01,5.0,,2.35,Tata,Indigo CS,4,
2142,Maruti Alto K10 LXI,Pune,2012,100000,Petrol,Manual,3,20.92,998.0,67.1,5.0,,1.8,Maruti,Alto K10,8,
2143,Hyundai EON D Lite Plus,Coimbatore,2015,31412,Petrol,Manual,3,21.1,814.0,55.2,5.0,,3.42,Hyundai,EON D,5,
2144,Ford Endeavour 3.0L 4X4 AT,Mumbai,2010,78000,Diesel,Automatic,2,11.4,2953.0,153.86,7.0,,5.34,Ford,Endeavour 3.0L,10,
2145,Ford Endeavour 2.2 Titanium AT 4X2,Hyderabad,2018,14000,Diesel,Automatic,3,12.62,2198.0,158.0,7.0,,31.99,Ford,Endeavour 2.2,2,
2146,Volkswagen Vento Diesel Highline,Bangalore,2011,80000,Diesel,Manual,3,20.54,1598.0,103.6,5.0,,4.75,Volkswagen,Vento Diesel,9,
2147,Maruti Ciaz AT ZXi,Mumbai,2014,46738,Petrol,Automatic,3,19.12,1373.0,91.1,5.0,,6.1,Maruti,Ciaz AT,6,
2148,Hyundai EON D Lite Plus,Coimbatore,2013,54884,Petrol,Manual,2,21.1,814.0,55.2,5.0,,3.69,Hyundai,EON D,7,
2149,Audi Q5 2.0 TDI Premium Plus,Delhi,2012,74500,Diesel,Automatic,2,14.16,1968.0,174.3,5.0,,15.0,Audi,Q5 2.0,8,
2150,Mahindra XUV500 W10 AWD,Coimbatore,2016,67472,Diesel,Manual,3,16.0,2179.0,140.0,7.0,,14.5,Mahindra,XUV500 W10,4,
2151,Maruti Swift VDI,Hyderabad,2013,84000,Diesel,Manual,3,28.4,1248.0,74.0,5.0,8.44 Lakh,5.65,Maruti,Swift VDI,7,8.44
2152,Maruti Ritz VDi,Kolkata,2011,77400,Diesel,Manual,3,21.1,1248.0,73.9,5.0,,2.5,Maruti,Ritz VDi,9,
2153,Mercedes-Benz New C-Class C 250 CDI Avantgarde,Mumbai,2017,14470,Diesel,Automatic,3,19.71,2143.0,201.15,5.0,,38.5,Mercedes-Benz,New C-Class,3,
2154,Renault Duster 110PS Diesel RxZ,Kolkata,2014,52108,Diesel,Manual,3,19.01,1461.0,108.45,5.0,,5.49,Renault,Duster 110PS,6,
2155,Maruti Swift Dzire VXI,Kolkata,2013,40000,Petrol,Manual,3,19.1,1197.0,85.8,5.0,,3.55,Maruti,Swift Dzire,7,
2156,Toyota Innova 2.5 VX (Diesel) 7 Seater,Jaipur,2014,105044,Diesel,Manual,3,12.99,2494.0,100.6,7.0,,10.75,Toyota,Innova 2.5,6,
2157,Hyundai Creta 1.6 SX Option,Delhi,2016,24347,Petrol,Manual,3,15.8,1591.0,121.3,5.0,16.06 Lakh,11.0,Hyundai,Creta 1.6,4,16.06
2158,Maruti SX4 ZDI,Ahmedabad,2014,58000,Diesel,Manual,3,21.79,1248.0,88.73,5.0,,4.5,Maruti,SX4 ZDI,6,
2159,Mahindra XUV500 W8 2WD,Kochi,2014,49663,Diesel,Manual,3,15.1,2179.0,140.0,7.0,,8.42,Mahindra,XUV500 W8,6,
2160,Honda City i-VTEC CVT VX,Mumbai,2017,17000,Petrol,Automatic,3,18.0,1497.0,117.3,5.0,15.29 Lakh,11.6,Honda,City i-VTEC,3,15.29
2161,Jaguar XF 2.2 Litre Luxury,Kochi,2016,13418,Diesel,Automatic,3,16.36,2179.0,187.7,5.0,,33.63,Jaguar,XF 2.2,4,
2162,Ford Fiesta 1.4 SXi TDCi ABS,Pune,2008,117080,Diesel,Manual,1,17.8,1399.0,68.0,5.0,,2.25,Ford,Fiesta 1.4,12,
2163,BMW 5 Series 523i Sedan,Mumbai,2010,74000,Petrol,Automatic,3,10.8,2497.0,150.0,5.0,,12.95,BMW,5 Series,10,
2164,Maruti Swift VDI BSIV W ABS,Hyderabad,2010,86514,Diesel,Manual,3,17.8,1248.0,,5.0,,4.25,Maruti,Swift VDI,10,
2165,Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,2014,66882,Diesel,Automatic,3,17.68,1968.0,174.33,5.0,,25.02,Audi,A6 2011-2015,6,
2166,Honda Brio 1.2 VX MT,Kochi,2014,41460,Petrol,Manual,3,18.5,1198.0,86.8,5.0,6.63 Lakh,3.95,Honda,Brio 1.2,6,6.63
2167,Honda City 1.5 V AT,Mumbai,2011,57000,Petrol,Automatic,3,16.8,1497.0,118.0,5.0,,4.4,Honda,City 1.5,9,
2168,Volkswagen Polo Petrol Comfortline 1.2L,Bangalore,2015,34010,Petrol,Manual,1,16.47,1198.0,73.9,5.0,,4.95,Volkswagen,Polo Petrol,5,
2169,Mahindra Scorpio SLE BSIII,Pune,2010,96813,Diesel,Manual,2,12.05,2179.0,120.0,8.0,,5.5,Mahindra,Scorpio SLE,10,
2170,Honda City V MT,Mumbai,2011,84000,Petrol,Manual,3,16.8,1497.0,116.3,5.0,,3.25,Honda,City V,9,
2171,Skoda Rapid 1.6 MPI Elegance,Kochi,2013,50004,Petrol,Manual,3,15.0,1598.0,103.5,5.0,,4.02,Skoda,Rapid 1.6,7,
2172,Mahindra XUV500 W6 2WD,Coimbatore,2016,67995,Diesel,Manual,3,16.0,2179.0,140.0,7.0,,11.73,Mahindra,XUV500 W6,4,
2173,Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Chennai,2012,55000,Diesel,Manual,3,15.0,1896.0,105.0,5.0,,9.5,Volkswagen,Jetta 2007-2011,8,
2174,Maruti Baleno Alpha Automatic,Hyderabad,2017,14900,Petrol,Automatic,3,21.4,1197.0,83.1,5.0,,8.6,Maruti,Baleno Alpha,3,
2175,Honda Amaze EX i-Dtech,Jaipur,2013,70961,Diesel,Manual,3,25.8,1498.0,98.6,5.0,,4.0,Honda,Amaze EX,7,
2176,Volkswagen Vento 1.6 Highline,Mumbai,2015,40194,Petrol,Manual,3,15.04,1598.0,103.2,5.0,,5.55,Volkswagen,Vento 1.6,5,
2177,Maruti Alto 800 LXI,Hyderabad,2015,96000,Petrol,Manual,3,22.74,796.0,47.3,5.0,,2.5,Maruti,Alto 800,5,
2178,Land Rover Discovery HSE Luxury 3.0 TD6,Mumbai,2017,35000,Diesel,Automatic,3,18.0,2993.0,255.0,7.0,1.27 Cr,41.6,Land Rover,Rover Discovery,3,127.0
2179,Honda City i VTEC CVT VX,Delhi,2015,50000,Petrol,Automatic,3,18.0,1497.0,117.3,5.0,,7.41,Honda,City i,5,
2180,Nissan Terrano XL 110 PS,Mumbai,2014,50000,Diesel,Manual,3,19.01,1461.0,108.5,5.0,,6.5,Nissan,Terrano XL,6,
2181,Maruti Alto LXi,Mumbai,2008,26299,Petrol,Manual,3,19.7,796.0,46.3,5.0,,1.2,Maruti,Alto LXi,12,
2182,Toyota Fortuner 2.8 4WD MT,Bangalore,2015,150386,Diesel,Manual,3,14.24,2755.0,174.5,7.0,39.6 Lakh,23.0,Toyota,Fortuner 2.8,5,39.6
2183,Hyundai i20 1.4 CRDi Magna,Kolkata,2012,60000,Diesel,Manual,3,21.9,1396.0,90.0,5.0,,2.74,Hyundai,i20 1.4,8,
2184,Ford Figo Diesel Titanium,Hyderabad,2013,65000,Diesel,Manual,3,20.0,1399.0,68.0,5.0,,3.9,Ford,Figo Diesel,7,
2185,Maruti Vitara Brezza ZDi Plus,Ahmedabad,2017,80000,Diesel,Manual,3,24.3,1248.0,88.5,5.0,10.91 Lakh,8.0,Maruti,Vitara Brezza,3,10.91
2186,Hyundai Verna 1.6 SX,Chennai,2012,92000,Diesel,Manual,1,22.32,1582.0,126.32,5.0,,4.0,Hyundai,Verna 1.6,8,
2187,Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,Mumbai,2016,13000,Petrol,Automatic,3,12.95,1999.0,152.88,5.0,25.75 Lakh,17.75,Hyundai,Tucson 2.0,4,25.75
2188,Maruti Ritz VDi,Coimbatore,2013,73278,Diesel,Manual,3,21.1,1248.0,73.9,5.0,,5.05,Maruti,Ritz VDi,7,
2189,Audi A4 2.0 TFSI,Mumbai,2011,38000,Petrol,Automatic,3,10.8,1984.0,132.0,5.0,,12.0,Audi,A4 2.0,9,
2190,Mercedes-Benz E-Class E250 CDI Launch Edition,Kochi,2016,46936,Diesel,Automatic,3,13.0,2143.0,204.0,5.0,,29.6,Mercedes-Benz,E-Class E250,4,
2191,Renault Duster 85PS Diesel RxE,Jaipur,2015,55000,Diesel,Manual,3,19.87,1461.0,83.8,5.0,,6.5,Renault,Duster 85PS,5,
2192,Honda Amaze S AT i-Vtech,Mumbai,2014,19000,Petrol,Automatic,3,15.5,1198.0,86.7,5.0,,4.75,Honda,Amaze S,6,
2193,Volvo S60 D4 SUMMUM,Coimbatore,2016,42259,Diesel,Automatic,3,9.0,1984.0,181.0,5.0,,24.36,Volvo,S60 D4,4,
2194,Maruti Swift Dzire 1.2 Lxi BSIV,Mumbai,2011,14000,Petrol,Manual,2,17.5,1197.0,85.8,5.0,,3.2,Maruti,Swift Dzire,9,
2195,Maruti Wagon R VXI,Kolkata,2016,16956,Petrol,Manual,3,22.5,998.0,67.04,5.0,5.29 Lakh,3.6,Maruti,Wagon R,4,5.29
2196,Maruti Omni MPI STD BSIV,Coimbatore,2017,15473,Petrol,Manual,3,16.8,796.0,34.2,5.0,,3.58,Maruti,Omni MPI,3,
2197,Maruti SX4 VDI,Delhi,2011,75000,Diesel,Manual,3,21.5,1248.0,88.8,5.0,,2.5,Maruti,SX4 VDI,9,
2198,Ford Fiesta Titanium 1.5 TDCi,Ahmedabad,2013,96000,Diesel,Manual,2,23.5,1498.0,90.0,5.0,,3.5,Ford,Fiesta Titanium,7,
2199,Toyota Camry Hybrid,Delhi,2015,25000,Petrol,Automatic,3,19.16,2494.0,158.2,5.0,,25.0,Toyota,Camry Hybrid,5,
2200,Maruti Wagon R VXI,Mumbai,2010,38000,Petrol,Manual,2,22.5,998.0,67.04,5.0,5.61 Lakh,1.75,Maruti,Wagon R,10,5.61
2201,Mercedes-Benz E-Class E270 CDI,Bangalore,2005,54000,Diesel,Automatic,3,11.0,2987.0,198.5,5.0,,10.0,Mercedes-Benz,E-Class E270,15,
2202,Maruti Baleno Zeta Automatic,Jaipur,2018,4131,Petrol,Automatic,3,21.4,1197.0,83.1,5.0,,7.75,Maruti,Baleno Zeta,2,
2203,Honda Jazz 1.2 VX i VTEC,Hyderabad,2016,31700,Petrol,Manual,3,18.7,1199.0,88.7,5.0,,6.45,Honda,Jazz 1.2,4,
2204,Mahindra Scorpio S10 AT 4WD,Pune,2017,66988,Diesel,Automatic,3,15.4,2179.0,120.0,7.0,,10.0,Mahindra,Scorpio S10,3,
2205,Volkswagen Polo 1.2 MPI Trendline,Mumbai,2014,54230,Petrol,Manual,3,16.47,1198.0,74.0,5.0,,4.5,Volkswagen,Polo 1.2,6,
2206,Hyundai i20 1.2 Era,Kolkata,2015,35000,Petrol,Manual,3,17.0,1197.0,80.0,5.0,,3.4,Hyundai,i20 1.2,5,
2207,Toyota Camry W4 (AT),Mumbai,2010,62714,Petrol,Automatic,3,12.1,2362.0,164.7,5.0,,4.5,Toyota,Camry W4,10,
2208,Maruti Wagon R VXI,Hyderabad,2015,45295,Petrol,Manual,3,18.9,998.0,67.1,5.0,,4.3,Maruti,Wagon R,5,
2209,BMW 5 Series 2013-2017 520d M Sport,Pune,2018,7000,Diesel,Automatic,3,18.12,1995.0,190.0,5.0,,46.0,BMW,5 Series,2,
2210,Maruti Alto K10 VXI AGS,Chennai,2016,57000,Petrol,Automatic,3,24.07,998.0,67.1,5.0,,3.4,Maruti,Alto K10,4,
2211,Mercedes-Benz New C-Class 220 CDI AT,Delhi,2013,40100,Diesel,Automatic,3,14.84,2143.0,170.0,5.0,,14.5,Mercedes-Benz,New C-Class,7,
2212,Maruti Alto 800 2016-2019 LXI,Delhi,2013,56000,Petrol,Manual,3,24.7,796.0,47.3,5.0,,2.1,Maruti,Alto 800,7,
2213,Maruti Swift VXI,Mumbai,2012,15000,Petrol,Manual,3,18.6,1197.0,85.8,5.0,,3.65,Maruti,Swift VXI,8,
2214,Chevrolet Sail Hatchback 1.2 LS ABS,Kolkata,2014,14000,Petrol,Manual,3,18.2,1199.0,82.5,5.0,,3.0,Chevrolet,Sail Hatchback,6,
2215,Hyundai i20 Asta 1.4 CRDi (Diesel),Ahmedabad,2009,68000,Diesel,Manual,2,23.0,1396.0,90.0,5.0,,3.95,Hyundai,i20 Asta,11,
2216,Skoda Superb 2.5 TDi AT,Delhi,2012,83000,Diesel,Automatic,3,11.9,2496.0,163.2,5.0,,6.75,Skoda,Superb 2.5,8,
2217,Toyota Corolla Altis D-4D G,Kochi,2013,81504,Diesel,Manual,3,21.43,1364.0,87.2,5.0,,6.53,Toyota,Corolla Altis,7,
2218,Toyota Fortuner 4x2 Manual,Hyderabad,2015,73500,Diesel,Manual,3,13.0,2982.0,168.5,7.0,,22.0,Toyota,Fortuner 4x2,5,
2219,Skoda Rapid 1.6 MPI AT Elegance,Pune,2013,52900,Petrol,Automatic,3,14.3,1598.0,103.52,5.0,,4.75,Skoda,Rapid 1.6,7,
